model,performance_metric,runtime,model_type
H2looP v0.1-Coder,1090.0254792503574,0.917409747786565,H2looP
H2looP v0.1-Coder,2403.729435568085,0.4160201997791258,H2looP
H2looP v0.1-Coder,1444.542524803468,0.6922606865699931,H2looP
H2looP v0.1-Coder,1631.7471972592907,0.6128400291905611,H2looP
H2looP v0.1-Coder,2213.4214585950576,0.45178924064228504,H2looP
H2looP v0.1-Coder,2121.2345150815677,0.4714235945578828,H2looP
H2looP v0.1-Coder,517.8904471982544,1.9309103023813619,H2looP
H2looP v0.1-Coder,1336.756814410264,0.748079223700213,H2looP
H2looP v0.1-Coder,1200.1372368413442,0.8332380408693194,H2looP
H2looP v0.1-Coder,934.2017358135682,1.0704326075022008,H2looP
H2looP v0.1-Coder,2867.750129552186,0.34870541533412996,H2looP
H2looP v0.1-Coder,970.903712450086,1.029968252440285,H2looP
H2looP v0.1-Coder,2822.6713840594266,0.3542743252534942,H2looP
H2looP v0.1-Coder,1433.033808849772,0.6978202424984323,H2looP
H2looP v0.1-Coder,2592.3318509313835,0.3857530815897339,H2looP
H2looP v0.1-Coder,1402.8069995507103,0.7128564373575831,H2looP
H2looP v0.1-Coder,1085.9146466172706,0.9208826891828901,H2looP
H2looP v0.1-Coder,2948.5945581033643,0.339144626463407,H2looP
H2looP v0.1-Coder,1695.991956025254,0.5896254380496069,H2looP
H2looP v0.1-Coder,1542.0684795597588,0.6484796319068058,H2looP
H2looP v0.1-Coder,1435.4618337556278,0.6966399081358225,H2looP
H2looP v0.1-Coder,2059.4577192601682,0.48556471475376356,H2looP
H2looP v0.1-Coder,1873.6402325690156,0.5337203923235914,H2looP
H2looP v0.1-Coder,1638.1986449961182,0.6104265823039852,H2looP
H2looP v0.1-Coder,1506.2471254435175,0.6639016819405036,H2looP
H2looP v0.1-Coder,2971.961685211958,0.3364780928959657,H2looP
H2looP v0.1-Coder,1837.180664621177,0.5443122819966092,H2looP
H2looP v0.1-Coder,1032.2182716898285,0.9687873460745038,H2looP
H2looP v0.1-Coder,2320.003205400697,0.43103388722572306,H2looP
H2looP v0.1-Coder,3056.4119535685127,0.3271810263771709,H2looP
H2looP v0.1-Coder,1008.8078342791122,0.9912690663376874,H2looP
H2looP v0.1-Coder,781.1528065757476,1.2801592615196358,H2looP
H2looP v0.1-Coder,601.8811146204929,1.6614576794464384,H2looP
H2looP v0.1-Coder,879.179002230634,1.137424799116928,H2looP
H2looP v0.1-Coder,1279.8268706330257,0.7813556840741919,H2looP
H2looP v0.1-Coder,1249.4939303082097,0.8003240157823995,H2looP
H2looP v0.1-Coder,1999.0031207106572,0.500249344105323,H2looP
H2looP v0.1-Coder,1686.373599311773,0.592988410402126,H2looP
H2looP v0.1-Coder,2923.7215867130276,0.3420298309334722,H2looP
H2looP v0.1-Coder,3737.3170324737043,0.26757162726923034,H2looP
H2looP v0.1-Coder,1168.7677573446013,0.8556019737162877,H2looP
H2looP v0.1-Coder,997.9663406047923,1.0020378035936315,H2looP
H2looP v0.1-Coder,12683.947296443568,0.07883981040195495,H2looP
H2looP v0.1-Coder,3621.5605483881536,0.2761240594044657,H2looP
H2looP v0.1-Coder,566.1155595606931,1.7664238036064617,H2looP
H2looP v0.1-Coder,492.80337629989714,2.0292068766011186,H2looP
H2looP v0.1-Coder,413.7947680086068,2.4166569452110624,H2looP
H2looP v0.1-Coder,548.0083882746881,1.8247895860651535,H2looP
H2looP v0.1-Coder,364.3553023789591,2.744573753890149,H2looP
H2looP v0.1-Coder,842.1613031364699,1.187420980132535,H2looP
H2looP v0.1-Coder,1341.6322926891569,0.7453607113135359,H2looP
H2looP v0.1-Coder,2191.2981077157256,0.45635050588458265,H2looP
H2looP v0.1-Coder,831.374041787347,1.2028280289460673,H2looP
H2looP v0.1-Coder,386.16630546811757,2.5895578817726794,H2looP
H2looP v0.1-Coder,4779.113786492693,0.20924381478974624,H2looP
H2looP v0.1-Coder,8559.50205364036,0.11682922601492915,H2looP
H2looP v0.1-Coder,991.1233258237403,1.0089561752256029,H2looP
H2looP v0.1-Coder,1201.4228350606943,0.8323464236048762,H2looP
H2looP v0.1-Coder,2051.79875963318,0.487377231955623,H2looP
H2looP v0.1-Coder,1589.637104021956,0.6290743953257574,H2looP
H2looP v0.1-Coder,1582.6452020351908,0.6318535567631062,H2looP
H2looP v0.1-Coder,3018.1372977600327,0.331330188571,H2looP
H2looP v0.1-Coder,3615.496155897129,0.2765872115142287,H2looP
H2looP v0.1-Coder,3407.0377058808144,0.2935101065285898,H2looP
H2looP v0.1-Coder,24014.544247546542,0.04164143152965168,H2looP
H2looP v0.1-Coder,3434.9164785442777,0.2911278938647735,H2looP
H2looP v0.1-Coder,4101.182797155326,0.24383209660725752,H2looP
H2looP v0.1-Coder,1122.5247269177232,0.890848972873714,H2looP
H2looP v0.1-Coder,3326.835924642896,0.3005859088489134,H2looP
H2looP v0.1-Coder,2088.463392714767,0.4788209376751932,H2looP
H2looP v0.1-Coder,6805.25283631365,0.14694531181323336,H2looP
H2looP v0.1-Coder,4336.285566975971,0.2306121182644753,H2looP
H2looP v0.1-Coder,9588.043592275915,0.10429656377507457,H2looP
H2looP v0.1-Coder,4633.276604434178,0.2158299806756565,H2looP
H2looP v0.1-Multimodal,538.9954549574127,1.855303214159779,H2looP
H2looP v0.1-Multimodal,710.556529397875,1.4073475629692673,H2looP
H2looP v0.1-Multimodal,1268.083407943579,0.7885916602455011,H2looP
H2looP v0.1-Multimodal,1499.295041962148,0.6669801286685283,H2looP
H2looP v0.1-Multimodal,2926.6702552803845,0.34168523023588687,H2looP
H2looP v0.1-Multimodal,1487.9448447037132,0.6720679221138233,H2looP
H2looP v0.1-Multimodal,1533.2483005872007,0.6522100820963062,H2looP
H2looP v0.1-Multimodal,2313.042432530408,0.43233102252517963,H2looP
H2looP v0.1-Multimodal,2183.070915553155,0.4580703232659834,H2looP
H2looP v0.1-Multimodal,619.7960095660139,1.6134340727688905,H2looP
H2looP v0.1-Multimodal,1672.5140544194642,0.5979023000479979,H2looP
H2looP v0.1-Multimodal,742.3767434388393,1.3470249557762244,H2looP
H2looP v0.1-Multimodal,2557.3663965107426,0.39102726983681135,H2looP
H2looP v0.1-Multimodal,526.0797744075314,1.90085239662786,H2looP
H2looP v0.1-Multimodal,3431.6290746744594,0.29140678617628996,H2looP
H2looP v0.1-Multimodal,1784.3269879309826,0.5604353948373277,H2looP
H2looP v0.1-Multimodal,1222.650284998402,0.817895364087129,H2looP
H2looP v0.1-Multimodal,1667.017122982112,0.5998738622499024,H2looP
H2looP v0.1-Multimodal,1221.3945168618125,0.8187362774227511,H2looP
H2looP v0.1-Multimodal,1838.4274112429746,0.5439431515677263,H2looP
H2looP v0.1-Multimodal,1595.6266990828844,0.6267130028438157,H2looP
H2looP v0.1-Multimodal,2234.8907361527627,0.4474491677930721,H2looP
H2looP v0.1-Multimodal,2043.604165196193,0.4893315530622813,H2looP
H2looP v0.1-Multimodal,2044.814774766834,0.4890418498242844,H2looP
H2looP v0.1-Multimodal,644.8531434862758,1.5507406765417786,H2looP
H2looP v0.1-Multimodal,3131.7476602005577,0.31931052833802065,H2looP
H2looP v0.1-Multimodal,738.4699928206604,1.3541511635163392,H2looP
H2looP v0.1-Multimodal,717.0234090963002,1.3946546058521982,H2looP
H2looP v0.1-Multimodal,843.1771981275956,1.185990325901428,H2looP
H2looP v0.1-Multimodal,554.1040342303617,1.8047152488051779,H2looP
H2looP v0.1-Multimodal,565.8955329790593,1.7671106091537294,H2looP
H2looP v0.1-Multimodal,1058.700346144884,0.9445543336614242,H2looP
H2looP v0.1-Multimodal,1060.234279015813,0.9431877649987636,H2looP
H2looP v0.1-Multimodal,776.9363373929938,1.2871067446214388,H2looP
H2looP v0.1-Multimodal,814.021758350052,1.2284683913448566,H2looP
H2looP v0.1-Multimodal,2125.3327873806993,0.47051454997427444,H2looP
H2looP v0.1-Multimodal,2461.7880756553513,0.4062088080972569,H2looP
H2looP v0.1-Multimodal,1189.4215453572747,0.8407448174310842,H2looP
H2looP v0.1-Multimodal,1057.2525578243565,0.9458477944549292,H2looP
H2looP v0.1-Multimodal,3270.39125462779,0.30577381179849444,H2looP
H2looP v0.1-Multimodal,3992.73053868002,0.2504551685400227,H2looP
H2looP v0.1-Multimodal,2045.6720379166557,0.48883691103213966,H2looP
H2looP v0.1-Multimodal,253.02028337736482,3.9522523121538007,H2looP
H2looP v0.1-Multimodal,344.4616414450103,2.903080864984032,H2looP
H2looP v0.1-Multimodal,478.2453485629614,2.090976949393893,H2looP
H2looP v0.1-Multimodal,580.7835412970836,1.7218118780822647,H2looP
H2looP v0.1-Multimodal,1075.791817068612,0.9295478773252481,H2looP
H2looP v0.1-Multimodal,952.6357158010663,1.0497191984441874,H2looP
H2looP v0.1-Multimodal,818.2968955238388,1.2220503407382997,H2looP
H2looP v0.1-Multimodal,1510.9184833294976,0.6618490746081649,H2looP
H2looP v0.1-Multimodal,5729.184786990584,0.17454490249131555,H2looP
H2looP v0.1-Multimodal,1119.7796718814318,0.8930328216441182,H2looP
H2looP v0.1-Multimodal,741.5750573649351,1.3484811686538318,H2looP
H2looP v0.1-Multimodal,1590.7284267550313,0.6286428174543447,H2looP
H2looP v0.1-Multimodal,1998.152251219918,0.5004623643616131,H2looP
H2looP v0.1-Multimodal,1641.7023806382647,0.6091238045297941,H2looP
H2looP v0.1-Multimodal,1528.7182356233623,0.6541427822977673,H2looP
H2looP v0.1-Multimodal,2093.6016163286135,0.4776457909664888,H2looP
H2looP v0.1-Multimodal,1334.7929890986045,0.749179841493854,H2looP
H2looP v0.1-Multimodal,4860.010793734978,0.20576085989131884,H2looP
H2looP v0.1-Multimodal,2844.013308710789,0.35161579481261535,H2looP
H2looP v0.1-Multimodal,1675.3680559736326,0.5968837691720549,H2looP
H2looP v0.1-Multimodal,942.8146253789276,1.0606538900455527,H2looP
H2looP v0.1-Multimodal,4003.5434737412115,0.24977872890825012,H2looP
H2looP v0.1-Multimodal,2651.746880718393,0.3771098996179782,H2looP
H2looP v0.1-Multimodal,4210.601953935594,0.23749573361246207,H2looP
H2looP v0.1-Multimodal,3431.374514472324,0.29142840450156454,H2looP
H2looP v0.1-Multimodal,5021.572052872196,0.1991408247200254,H2looP
H2looP v0.1-Multimodal,6083.067178910407,0.16439075397143962,H2looP
Mistral NeMo 12B,894.1237581137801,1.1184134085750876,Similar-sized
Mistral NeMo 12B,1179.3365258877714,0.8479343919643532,Similar-sized
Mistral NeMo 12B,2274.101937751529,0.4397340257265377,Similar-sized
Mistral NeMo 12B,2573.640396753299,0.3885546719197915,Similar-sized
Mistral NeMo 12B,1535.7924269377213,0.6511296594904693,Similar-sized
Mistral NeMo 12B,2350.499143556334,0.4254415504644634,Similar-sized
Mistral NeMo 12B,1465.2786364191206,0.6824640550576929,Similar-sized
Mistral NeMo 12B,731.2510487962254,1.367519406154952,Similar-sized
Mistral NeMo 12B,2816.3285874056155,0.35507220445508947,Similar-sized
Mistral NeMo 12B,2412.5639891126157,0.4144967779146111,Similar-sized
Mistral NeMo 12B,2686.2302061361943,0.3722689134072298,Similar-sized
Mistral NeMo 12B,1400.4758412624092,0.7140430206197528,Similar-sized
Mistral NeMo 12B,1765.7138928057304,0.5663431680944605,Similar-sized
Mistral NeMo 12B,1591.8747486697162,0.6281901266639672,Similar-sized
Mistral NeMo 12B,2745.465077638797,0.364237013300507,Similar-sized
Mistral NeMo 12B,2281.5251084088227,0.4383033069916194,Similar-sized
Mistral NeMo 12B,1164.1406437452986,0.8590027376613003,Similar-sized
Mistral NeMo 12B,3929.6918121739072,0.2544728817924273,Similar-sized
Mistral NeMo 12B,1761.3743136044186,0.567738493900046,Similar-sized
Mistral NeMo 12B,1382.6188599511615,0.7232651231412561,Similar-sized
Mistral NeMo 12B,1980.278938161987,0.5049793646384779,Similar-sized
Mistral NeMo 12B,1101.8911826393612,0.9075306307513041,Similar-sized
Mistral NeMo 12B,1517.8724570846152,0.6588168823622406,Similar-sized
Mistral NeMo 12B,2042.4727861670297,0.48960260659170507,Similar-sized
Mistral NeMo 12B,1082.1406519377883,0.9240942923725312,Similar-sized
Mistral NeMo 12B,1697.7136911036648,0.5890274698497078,Similar-sized
Mistral NeMo 12B,1200.5619094639035,0.8329433010635311,Similar-sized
Mistral NeMo 12B,1390.4173768349099,0.7192085029003016,Similar-sized
Mistral NeMo 12B,1434.5005415428784,0.6971067427583185,Similar-sized
Mistral NeMo 12B,1320.5002814985767,0.7572887442819359,Similar-sized
Mistral NeMo 12B,7332.884786616226,0.13637197761857267,Similar-sized
Mistral NeMo 12B,6258.877486141785,0.15977305870168723,Similar-sized
Mistral NeMo 12B,841.1517362463825,1.1888461461929256,Similar-sized
Mistral NeMo 12B,1433.7620255296927,0.6974658152426358,Similar-sized
Mistral NeMo 12B,1445.247259815535,0.6919231247168292,Similar-sized
Mistral NeMo 12B,2486.338249619719,0.40219789087544633,Similar-sized
Mistral NeMo 12B,2078.1296376012,0.481201933655259,Similar-sized
Mistral NeMo 12B,1724.7263593161017,0.5798021202601239,Similar-sized
Mistral NeMo 12B,2091.882745746641,0.4780382657839061,Similar-sized
Mistral NeMo 12B,5838.056861078166,0.17128986986524847,Similar-sized
Mistral NeMo 12B,1520.3029614202449,0.6577636335496015,Similar-sized
Mistral NeMo 12B,1252.3090375615386,0.798524940734415,Similar-sized
Mistral NeMo 12B,1161.9684621696892,0.8606085557027484,Similar-sized
Mistral NeMo 12B,1765.76453035931,0.566326926839171,Similar-sized
Mistral NeMo 12B,3404.908746966856,0.293693627146635,Similar-sized
Mistral NeMo 12B,3441.2400405591025,0.2905929223808313,Similar-sized
Mistral NeMo 12B,2767.1878384271795,0.3613777084855874,Similar-sized
Mistral NeMo 12B,3709.649544060151,0.26956724297614276,Similar-sized
Mistral NeMo 12B,3784.7771020325026,0.26421635225571927,Similar-sized
Mistral NeMo 12B,1928.3968921778858,0.5185654488742842,Similar-sized
Mistral NeMo 12B,870.988231691695,1.1481211382818908,Similar-sized
Mistral NeMo 12B,2591.062639711943,0.3859420396379044,Similar-sized
Mistral NeMo 12B,4424.307544632198,0.22602407041374248,Similar-sized
Mistral NeMo 12B,5706.888710211907,0.1752268268716367,Similar-sized
Mistral NeMo 12B,3956.7835373662633,0.2527305298751889,Similar-sized
Mistral NeMo 12B,5006.779042708261,0.19972920543725076,Similar-sized
Mistral NeMo 12B,6142.93284177755,0.16278869161633794,Similar-sized
Mistral NeMo 12B,11301.188081543398,0.08848627177819966,Similar-sized
Deepseek Coder V2-lite,853.0121565432631,1.1723162352719436,Similar-sized
Deepseek Coder V2-lite,980.2590664856075,1.0201384860281548,Similar-sized
Deepseek Coder V2-lite,825.9107847076035,1.210784528445199,Similar-sized
Deepseek Coder V2-lite,2497.930302771834,0.4003314259370439,Similar-sized
Deepseek Coder V2-lite,2015.699376063398,0.4961057248293497,Similar-sized
Deepseek Coder V2-lite,1668.6204888897144,0.5992974475972013,Similar-sized
Deepseek Coder V2-lite,747.7849666794423,1.3372828347172114,Similar-sized
Deepseek Coder V2-lite,1331.174258092856,0.7512164496274725,Similar-sized
Deepseek Coder V2-lite,1230.8463287424988,0.812449106479162,Similar-sized
Deepseek Coder V2-lite,535.708838366536,1.8666856478402778,Similar-sized
Deepseek Coder V2-lite,2771.581325357158,0.3608048556436047,Similar-sized
Deepseek Coder V2-lite,1865.548143428379,0.5360354829343976,Similar-sized
Deepseek Coder V2-lite,2039.883194412064,0.4902241475096913,Similar-sized
Deepseek Coder V2-lite,1412.2751996054433,0.7080772927821551,Similar-sized
Deepseek Coder V2-lite,3709.3095800275423,0.2695919492361635,Similar-sized
Deepseek Coder V2-lite,716.8055795723388,1.395078426421598,Similar-sized
Deepseek Coder V2-lite,1367.5355527118652,0.7312424148805267,Similar-sized
Deepseek Coder V2-lite,1564.5182259107144,0.6391744010638768,Similar-sized
Deepseek Coder V2-lite,2092.5093840987092,0.4778951089056752,Similar-sized
Deepseek Coder V2-lite,2073.8725453914667,0.4821897094024353,Similar-sized
Deepseek Coder V2-lite,1739.3653342862247,0.574922346840013,Similar-sized
Deepseek Coder V2-lite,1907.9033913731541,0.5241355534675585,Similar-sized
Deepseek Coder V2-lite,3058.161438103219,0.32699385570051387,Similar-sized
Deepseek Coder V2-lite,1196.0395629643099,0.8360927438901452,Similar-sized
Deepseek Coder V2-lite,3805.1383377443203,0.262802534688607,Similar-sized
Deepseek Coder V2-lite,714.7250852319611,1.3991393623402124,Similar-sized
Deepseek Coder V2-lite,1336.5070079253046,0.7482190471655862,Similar-sized
Deepseek Coder V2-lite,2245.9725451614345,0.44524141764525565,Similar-sized
Deepseek Coder V2-lite,1111.8212013362477,0.8994251942651796,Similar-sized
Deepseek Coder V2-lite,506.7538207093715,1.973344766498584,Similar-sized
Deepseek Coder V2-lite,1060.306459254681,0.9431235576013824,Similar-sized
Deepseek Coder V2-lite,931.0820238832048,1.0740192317636672,Similar-sized
Deepseek Coder V2-lite,1179.0473600353268,0.8481423511011787,Similar-sized
Deepseek Coder V2-lite,1377.0826229003321,0.7261728405909716,Similar-sized
Deepseek Coder V2-lite,2077.05003103405,0.48145205221761295,Similar-sized
Deepseek Coder V2-lite,1707.4171121995444,0.585679968213374,Similar-sized
Deepseek Coder V2-lite,983.2914138854348,1.0169925068790562,Similar-sized
Deepseek Coder V2-lite,1305.1150573380305,0.7662159702912658,Similar-sized
Deepseek Coder V2-lite,703.9649990526241,1.4205251700663688,Similar-sized
Deepseek Coder V2-lite,1384.5536685961201,0.7222544150375612,Similar-sized
Deepseek Coder V2-lite,2038.2953176811163,0.49060604286608395,Similar-sized
Deepseek Coder V2-lite,4092.6972132975525,0.24433764529438126,Similar-sized
Deepseek Coder V2-lite,667.3927098031596,1.4983681801003481,Similar-sized
Deepseek Coder V2-lite,344.2370721425349,2.904974742481948,Similar-sized
Deepseek Coder V2-lite,624.3871075091193,1.6015705448969328,Similar-sized
Deepseek Coder V2-lite,1214.9442574468442,0.8230830294234727,Similar-sized
Deepseek Coder V2-lite,2887.774702396975,0.3462874022582017,Similar-sized
Deepseek Coder V2-lite,1690.1767373297525,0.5916541021502064,Similar-sized
Deepseek Coder V2-lite,1071.587113032461,0.9331952464136319,Similar-sized
Deepseek Coder V2-lite,716.4207406868128,1.395827819056896,Similar-sized
Deepseek Coder V2-lite,1193.3379201325324,0.837985605861699,Similar-sized
Deepseek Coder V2-lite,6052.247573377018,0.1652278740874479,Similar-sized
Deepseek Coder V2-lite,1093.106896559117,0.9148236125376218,Similar-sized
Deepseek Coder V2-lite,663.5865434191836,1.5069624450903099,Similar-sized
Deepseek Coder V2-lite,1246.582160431581,0.8021934147154717,Similar-sized
Deepseek Coder V2-lite,1226.2071477378738,0.8155228925592349,Similar-sized
Deepseek Coder V2-lite,2024.608749277957,0.4939225913928473,Similar-sized
Deepseek Coder V2-lite,3269.491175763077,0.3058579902013673,Similar-sized
Deepseek Coder V2-lite,3164.889046977811,0.31596684280446147,Similar-sized
Deepseek Coder V2-lite,1344.600547723658,0.7437153002004575,Similar-sized
Deepseek Coder V2-lite,4389.8339470678675,0.22779904936220582,Similar-sized
Deepseek Coder V2-lite,2597.827807392495,0.3849369835654062,Similar-sized
Deepseek Coder V2-lite,2315.7780436452967,0.4318203131531063,Similar-sized
Deepseek Coder V2-lite,1096.0128265087346,0.9123980813120809,Similar-sized
Deepseek Coder V2-lite,5677.82399573607,0.17612381094429477,Similar-sized
Deepseek Coder V2-lite,2008.8375561006294,0.49780033082471237,Similar-sized
Deepseek Coder V2-lite,6601.400666849456,0.1514830034513348,Similar-sized
Deepseek Coder V2-lite,3502.6394155668936,0.285498985580893,Similar-sized
Deepseek Coder V2-lite,3903.6782956059683,0.2561686502511268,Similar-sized
Deepseek Coder V2-lite,4121.777555586456,0.24261377197433875,Similar-sized
Deepseek Coder V2-lite,5205.877402537132,0.19209057814397257,Similar-sized
